395000,110.0,8,2006,2006,375.0,0,1935,1973,0,1973,2,9,1,2006.0,3,895,315,45
139400,57.0,7,1930,1950,0.0,0,637,1108,0,1108,1,6,1,1930.0,1,280,0,0
201000,70.0,6,1994,1994,105.0,814,928,936,785,1721,2,7,0,1994.0,2,471,300,87
100000,60.0,5,1923,2006,0.0,0,968,968,0,968,1,5,0,1935.0,2,480,0,0
285000,93.0,8,2003,2004,340.0,0,1181,1234,1140,2374,2,10,1,2003.0,3,656,104,100
160000,60.0,5,1900,1970,0.0,664,954,1766,648,2414,2,10,1,1970.0,2,520,142,0
231500,65.0,6,1997,1997,0.0,821,928,928,836,1764,2,7,0,1997.0,2,470,276,99
253293,98.0,8,2008,2009,306.0,0,2042,2042,0,2042,2,8,1,2009.0,3,1390,0,90
167500,73.0,5,1960,1960,324.0,697,1268,1264,0,1264,1,6,2,1960.0,2,461,0,0
216500,,6,2002,2002,,625,860,860,1100,1960,2,8,2,2002.0,2,440,288,48
164000,53.0,7,1941,1950,0.0,364,918,918,728,1646,2,7,2,1941.0,1,240,0,0
185000,62.0,7,2004,2005,0.0,410,1221,1221,0,1221,2,6,0,2004.0,2,400,0,113
128000,50.0,4,1936,1950,0.0,672,672,757,567,1324,1,6,0,1936.0,1,240,0,0
377426,86.0,9,2005,2006,200.0,1249,1922,1922,0,1922,2,8,1,2005.0,3,676,178,51
109900,60.0,4,1950,1950,0.0,0,0,1040,0,1040,1,4,0,1950.0,2,420,0,29
125500,60.0,5,1938,1995,0.0,0,803,803,557,1360,1,6,0,1951.0,1,297,0,65
180500,60.0,6,1919,1950,0.0,0,764,1060,764,1824,1,8,1,1940.0,2,520,0,0
215000,141.0,6,1960,1960,112.0,639,1080,1656,0,1656,1,7,2,1960.0,2,528,210,62
128500,,5,1941,1950,0.0,360,720,854,0,1382,1,7,0,1991.0,2,660,237,0
286000,41.0,8,2001,2002,0.0,1153,1593,1593,0,1593,1,5,1,2001.0,2,682,0,120
289000,100.0,7,1959,1997,0.0,1247,1501,1801,0,1801,2,6,2,1959.0,2,484,0,54
145000,82.0,6,1946,1950,423.0,484,979,979,979,1958,2,8,0,1946.0,2,492,0,0
167000,85.0,7,1970,1970,0.0,778,1277,1277,0,1277,1,5,1,1970.0,2,526,0,0
176000,62.0,7,2005,2005,0.0,0,1257,1266,0,1266,2,6,1,2005.0,2,453,38,144
189950,55.0,7,1918,1998,0.0,0,912,912,514,1426,1,7,1,1925.0,1,216,0,240
106000,24.0,5,1970,1970,304.0,0,630,630,672,1302,2,6,0,1970.0,2,440,0,0
125000,70.0,5,1963,1963,336.0,1332,1728,1728,0,1728,2,10,0,1963.0,2,504,0,0
189000,63.0,7,2005,2005,0.0,648,728,728,728,1456,2,7,1,2005.0,2,410,36,18
139000,60.0,5,1951,1951,0.0,852,952,952,0,952,1,4,0,1988.0,2,840,0,0
68500,60.0,4,1927,1950,0.0,0,520,520,0,520,1,4,0,1920.0,1,240,49,0
189000,65.0,7,2001,2001,0.0,20,1454,1434,0,1434,2,6,1,2001.0,2,527,290,39
157000,,6,1960,1960,212.0,733,1253,1253,0,1253,1,5,1,1960.0,1,352,0,213
165500,80.0,6,1955,1996,0.0,831,992,1661,0,1661,1,8,1,1955.0,1,377,0,28
165000,,5,1954,1954,0.0,1064,1383,1383,0,1383,1,6,1,1954.0,1,354,511,116
118500,80.0,5,1947,1950,0.0,442,832,832,384,1216,1,6,0,1947.0,1,336,158,0
164000,32.0,6,1998,1998,116.0,897,1216,1216,0,1216,2,5,0,1998.0,2,402,0,125
350000,91.0,8,1995,1995,660.0,1696,2109,2113,0,2113,2,7,1,1995.0,3,839,236,46
124500,76.0,5,1982,1982,0.0,546,816,816,0,816,1,5,0,1982.0,1,264,168,0
139600,,3,1955,1955,0.0,0,0,1733,0,1733,2,8,1,1955.0,2,452,0,0
193000,50.0,6,1993,1994,0.0,165,1604,1617,0,1617,2,5,1,1993.0,2,533,0,69
91000,52.0,6,1930,1950,0.0,384,768,790,0,790,1,4,0,1925.0,1,160,0,141
115000,56.0,5,1927,1950,0.0,0,1008,1028,0,1028,1,5,1,1927.0,2,360,0,0
141000,,6,2004,2004,147.0,697,848,848,0,848,1,3,1,2004.0,2,420,149,0
228500,82.0,7,1989,1989,340.0,421,807,1175,807,1982,2,7,1,1989.0,2,575,0,84
190000,,6,1976,1976,120.0,712,796,790,784,1574,2,6,1,1976.0,2,566,306,111
372402,107.0,8,2007,2008,436.0,1400,1710,1710,0,1710,2,6,1,2007.0,3,866,0,102
175000,62.0,6,1999,2000,0.0,0,953,953,694,1647,2,7,1,1999.0,2,460,0,40
218000,90.0,5,1976,2004,0.0,1157,1437,1437,0,1437,2,6,1,1976.0,2,528,0,21
176485,73.0,7,2007,2007,0.0,0,1302,1302,0,1302,2,6,0,2007.0,2,436,0,22
229000,,7,1988,1988,178.0,1002,1204,1377,806,2183,2,9,0,1988.0,3,786,0,0
35311,50.0,2,1949,1950,0.0,50,480,480,0,480,0,4,0,1958.0,1,308,0,0
335000,100.0,7,1959,2002,0.0,1406,1902,1902,0,1902,2,7,2,1959.0,2,567,0,207
611657,100.0,9,2009,2010,760.0,2188,2330,2364,0,2364,2,11,2,2009.0,3,820,0,67
184000,47.0,6,1986,1986,132.0,1398,1606,1651,0,1651,2,7,1,1986.0,2,616,192,0
137450,51.0,6,1925,1990,0.0,264,976,1160,448,1608,2,7,1,1925.0,1,216,147,16
142600,74.0,5,1965,1965,108.0,231,1728,1728,0,1728,2,10,0,1987.0,2,576,0,0
130000,32.0,7,2004,2004,117.0,0,976,976,732,1708,2,7,0,2004.0,2,380,0,40
178000,78.0,6,1984,2003,74.0,0,585,1140,728,1868,3,7,1,1984.0,2,477,268,112
105000,60.0,3,1915,1950,0.0,0,672,694,520,1214,1,6,0,1998.0,3,936,216,0
127000,50.0,5,1948,2001,0.0,336,672,1072,213,1285,1,6,0,1948.0,1,240,0,0
132500,70.0,5,1959,1959,0.0,1148,1148,1148,0,1148,1,6,0,1959.0,1,672,0,0
143000,,6,1963,1963,451.0,569,1328,1328,0,1328,1,6,2,1963.0,2,528,0,26
135000,71.0,5,1977,1977,153.0,560,980,980,0,980,1,6,0,1986.0,2,484,192,0
96500,55.0,5,1926,1950,0.0,0,768,789,0,789,1,5,0,1926.0,1,200,0,0
110000,68.0,4,1954,1954,0.0,552,894,894,0,894,1,5,0,1999.0,2,400,0,0
148800,,7,2004,2004,0.0,239,551,551,551,1102,2,4,0,2004.0,2,480,0,60
197900,80.0,7,1998,1998,0.0,0,866,866,913,1779,2,6,0,1998.0,2,546,198,36
184900,67.0,7,2003,2003,,833,1176,1200,0,1200,2,5,0,2003.0,2,555,0,41
161500,,6,1967,1967,0.0,251,1372,1342,0,1342,2,7,1,1967.0,2,457,0,0
244600,74.0,8,2008,2009,72.0,0,1468,1468,0,1468,2,6,1,2008.0,3,898,210,150
189000,51.0,5,1921,1998,0.0,0,612,990,1611,2601,3,8,0,1998.0,2,621,183,0
315000,85.0,9,2006,2006,584.0,1260,1838,1838,0,1838,2,8,1,2006.0,3,765,270,68
108000,67.0,4,1949,2003,0.0,0,0,1126,0,1126,2,5,0,2002.0,2,520,0,96
290000,92.0,8,1994,1994,391.0,740,1165,1203,1323,2526,2,8,1,1994.0,3,844,309,78
165000,100.0,6,1964,1978,272.0,442,816,1127,850,1977,1,9,1,1964.0,2,540,0,52
100000,60.0,5,1924,1950,0.0,405,1145,1301,0,1301,1,5,0,1965.0,2,440,0,0
103600,54.0,6,1925,1950,0.0,551,672,697,672,1369,2,6,0,1930.0,1,300,147,0
193000,62.0,6,2004,2004,0.0,759,839,864,729,1593,2,8,1,2004.0,2,398,100,75
153900,55.0,6,1993,1993,0.0,300,1199,1199,0,1199,2,5,0,1993.0,2,530,0,63
228000,59.0,7,1993,1993,0.0,50,1080,1080,1017,2097,2,9,1,1993.0,3,678,196,187
118000,50.0,5,1939,1950,0.0,851,991,1077,0,1077,1,5,2,1939.0,1,205,0,4
136500,72.0,4,1968,1968,0.0,0,1768,1768,0,1768,2,8,0,,0,0,0,0
369900,88.0,8,2005,2006,208.0,1460,1868,2028,0,2028,2,7,2,2005.0,3,880,326,66
212000,,8,1985,1985,0.0,368,1488,1502,0,1502,1,4,0,1985.0,2,528,0,54
162900,52.0,5,1930,1992,0.0,0,1078,1128,445,1573,2,8,1,1930.0,2,360,0,0
112000,70.0,4,1910,2000,0.0,0,560,796,550,1346,1,6,0,1950.0,1,384,168,24
67000,60.0,5,1920,1950,0.0,0,961,1077,0,1077,1,6,0,1920.0,1,338,0,0
170000,115.0,5,1959,1959,0.0,967,1350,1328,0,1328,1,5,2,1959.0,1,308,0,104
186500,65.0,7,2005,2006,0.0,0,756,756,797,1553,2,6,0,2005.0,2,615,0,45
144000,,5,1958,1983,0.0,457,1024,1344,0,1344,1,6,1,1970.0,1,484,316,28
228500,,8,2002,2002,149.0,0,1284,1284,885,2169,2,7,1,2002.0,2,647,192,87
177000,124.0,6,1959,2006,84.0,719,1019,1357,0,1357,1,5,1,1959.0,1,312,0,0
110000,,4,1971,1971,0.0,322,858,858,0,858,1,4,0,1979.0,1,684,0,0
99900,56.0,5,1922,1950,0.0,0,864,864,0,864,1,4,0,,0,0,0,96
109500,60.0,5,1962,1962,0.0,0,894,894,0,894,1,5,0,1962.0,1,308,0,0
271000,,8,2002,2002,148.0,1218,1568,1689,0,1689,2,7,2,2002.0,3,857,150,59
153500,90.0,5,1948,1973,0.0,338,1559,1559,0,1559,1,5,0,1948.0,2,812,0,116
359100,78.0,8,1934,1998,0.0,428,965,1940,1254,3194,2,10,2,1934.0,2,380,0,0
124000,57.0,6,1950,1950,0.0,0,932,932,0,932,1,4,1,1950.0,1,306,0,0
192500,43.0,7,2005,2006,16.0,16,1373,1555,0,1555,2,7,1,2005.0,2,430,143,20
179900,90.0,6,1968,1968,420.0,404,708,708,708,1416,2,7,1,1968.0,2,776,0,169
224900,48.0,7,1998,1998,442.0,0,1649,1661,0,1661,2,6,0,1998.0,2,598,0,34
168500,82.0,6,1964,1964,259.0,624,1248,1350,0,1350,1,6,0,1964.0,2,520,176,0
104900,,4,1920,2007,0.0,0,715,1281,457,1738,2,7,1,1920.0,1,368,55,0
269500,92.0,8,2009,2010,84.0,0,774,774,1194,1968,2,8,1,2009.0,3,680,0,75
311872,79.0,7,2007,2007,205.0,1126,1726,1726,0,1726,2,8,1,2007.0,3,786,171,138
145250,80.0,6,1960,1960,175.0,565,1383,1383,0,1383,1,7,0,1960.0,1,292,0,45
303477,75.0,8,2007,2007,0.0,64,1184,1184,1426,2610,2,11,1,2007.0,2,550,208,364
176000,120.0,6,1962,1962,399.0,672,1362,1382,0,1382,1,6,1,1991.0,2,884,0,0
236500,,8,2001,2001,0.0,0,1753,1788,0,1788,2,7,1,2001.0,2,522,202,151
305000,85.0,8,2003,2003,226.0,871,1482,1482,780,2262,2,10,2,2003.0,3,749,168,0
290000,85.0,8,2006,2006,420.0,1220,1660,1660,0,1660,2,8,1,2006.0,2,500,322,50
85000,36.0,5,1976,1976,0.0,129,536,536,576,1112,1,4,0,1976.0,1,336,182,0
145000,100.0,5,1955,1955,0.0,1056,1056,1056,0,1056,1,5,0,1955.0,2,572,264,0
156000,61.0,6,1969,2005,0.0,439,1026,1026,0,1026,1,5,0,1969.0,2,440,171,48
98000,34.0,5,1916,1950,0.0,0,624,624,720,1344,1,7,0,1916.0,3,513,0,0
190000,137.0,6,1966,2002,0.0,247,1517,1888,0,1888,2,6,1,1966.0,2,578,0,0
170000,102.0,5,1955,1974,0.0,306,1763,1779,0,1779,1,6,1,1955.0,2,454,0,418
55000,40.0,4,1922,1950,0.0,0,796,796,0,796,1,5,0,,0,0,0,0
178000,74.0,8,2004,2004,0.0,0,707,707,707,1414,2,6,1,2004.0,2,403,100,35
230000,79.0,7,2001,2001,0.0,666,944,944,896,1840,2,6,0,2001.0,2,622,0,45
78000,60.0,5,1920,1950,0.0,0,596,596,596,1192,1,6,0,1920.0,1,189,0,0
175500,78.0,6,1981,1981,210.0,588,1422,1422,0,1422,2,7,1,1981.0,2,576,276,0
119000,60.0,5,1950,1950,0.0,534,876,988,0,988,1,6,0,1950.0,1,276,0,80
87000,50.0,5,1941,1950,0.0,116,720,803,0,803,1,5,0,1941.0,2,360,0,0
164990,65.0,7,2005,2005,0.0,24,1310,1310,0,1310,2,6,1,2005.0,2,400,0,0
202500,91.0,7,1984,1998,0.0,213,1208,1621,0,1621,2,8,0,1984.0,2,440,108,45
223500,68.0,7,2001,2002,162.0,486,920,920,866,1786,2,6,1,2001.0,2,608,0,42
145000,70.0,5,1957,1957,0.0,922,1314,1314,0,1314,1,5,0,1957.0,1,294,250,0
101800,70.0,4,1962,1962,0.0,0,0,1224,0,1224,2,6,0,1962.0,2,462,0,0
392000,60.0,8,2007,2007,0.0,945,1419,1419,0,1419,2,7,1,2007.0,2,567,140,0
173000,,6,1996,1997,0.0,1003,1291,1291,0,1291,1,6,1,1996.0,2,431,307,0
119000,60.0,5,1940,1992,294.0,510,788,804,0,804,1,4,2,1940.0,1,240,0,0
118000,21.0,6,1972,1972,281.0,317,672,672,546,1218,1,7,0,1972.0,1,264,0,28
276000,69.0,8,2007,2007,270.0,0,1482,1482,1092,2574,2,10,1,2007.0,3,868,0,148
109008,77.0,4,1957,1957,0.0,288,907,907,0,907,1,5,0,1964.0,1,352,0,0
152000,81.0,6,1984,1985,0.0,338,1040,1097,0,1097,2,6,0,1986.0,2,480,0,0
148500,24.0,6,1978,1978,0.0,311,855,855,586,1441,2,7,1,1978.0,2,440,28,0
138887,96.0,5,1914,1950,0.0,0,747,892,892,1784,1,9,0,1914.0,1,180,203,40
154300,80.0,5,1960,1960,361.0,443,1105,1105,1169,2274,2,12,0,1960.0,2,480,0,0
145000,52.0,7,1928,1950,0.0,0,861,877,600,1477,2,6,1,1928.0,1,216,0,50
127500,52.0,6,1931,1950,0.0,425,884,959,408,1367,1,6,1,1978.0,1,560,0,0
171000,82.0,7,1988,1989,70.0,0,1907,1959,0,1959,3,9,0,1989.0,3,766,0,0
116050,71.0,4,1970,1970,0.0,0,864,864,0,864,1,5,0,1972.0,1,280,0,0
274725,168.0,7,2006,2006,0.0,0,868,887,1134,2021,2,9,1,2006.0,2,422,0,100
95000,60.0,5,1941,1950,0.0,236,616,616,495,1111,1,5,0,1941.0,1,200,48,0
170000,102.0,7,1968,1992,143.0,0,570,1222,698,1920,3,8,1,1968.0,2,487,0,98
127000,66.0,5,1966,1966,0.0,763,955,955,0,955,1,6,0,1966.0,1,386,0,0
320000,134.0,7,2005,2006,456.0,57,1392,1392,1070,2462,2,9,1,2006.0,2,576,239,132
100000,67.0,4,1938,1958,0.0,690,816,816,0,816,1,3,1,1958.0,1,288,0,0
152000,75.0,5,1950,1950,0.0,420,910,910,648,1558,1,6,0,1950.0,1,282,289,0
178740,,7,2004,2004,18.0,0,1375,1414,0,1414,2,6,1,2004.0,2,398,144,20
214000,,7,1999,1999,298.0,772,992,1022,1038,2060,2,8,1,1999.0,2,390,0,0
127500,73.0,6,1956,1956,0.0,0,1436,1689,0,1689,1,7,1,1956.0,2,480,0,0
168500,,6,2000,2000,513.0,420,756,756,756,1512,2,4,1,2000.0,2,440,0,32
265000,79.0,7,1996,1997,921.0,0,1264,1277,1067,2344,2,7,1,1996.0,3,889,220,0
144000,75.0,5,1995,2006,0.0,0,1099,1099,0,1099,1,6,0,1999.0,1,352,278,0
135000,60.0,6,1906,1995,0.0,0,756,756,713,1469,1,7,0,1906.0,1,216,57,0
294000,,7,1974,2003,0.0,125,1192,1516,651,2167,2,9,2,1974.0,2,518,220,47
194000,,5,1978,1978,0.0,680,1360,1432,0,1432,1,5,1,1978.0,2,588,168,180
94500,21.0,6,1972,1972,297.0,0,483,483,504,987,1,5,1,1972.0,1,288,0,0
125000,60.0,5,1925,1994,0.0,0,702,842,630,1472,1,6,0,1925.0,1,250,0,0
745000,160.0,10,1996,1996,0.0,2096,2396,2411,2065,4476,3,10,2,1996.0,3,813,171,78
97500,78.0,6,1948,1950,0.0,0,912,912,546,1458,1,6,1,1948.0,1,330,192,0
170000,76.0,7,2000,2000,0.0,0,384,774,656,1430,2,8,1,2000.0,2,400,100,0
260000,,7,1979,1979,0.0,1258,1332,1332,192,1524,0,4,1,1979.0,2,586,268,0
163000,60.0,7,1914,1970,0.0,390,880,880,888,1768,1,6,2,1914.0,2,320,0,341
392500,64.0,8,2008,2008,186.0,1480,1600,1652,0,1652,2,5,1,2008.0,2,482,162,53
89471,50.0,4,1937,2000,435.0,168,907,1131,0,1131,1,7,0,1995.0,2,672,0,72
224000,,6,1954,2006,72.0,728,1296,1640,0,1640,1,7,1,1993.0,2,924,108,0
196000,59.0,7,2004,2004,0.0,16,1391,1391,0,1391,2,5,0,2004.0,2,530,156,158
275500,80.0,8,2005,2005,178.0,0,1030,1038,1060,2098,2,8,1,2005.0,3,878,192,52
55000,70.0,4,1930,1950,0.0,0,0,372,720,1092,2,7,0,,0,0,0,0
122500,24.0,5,1971,1971,376.0,471,765,765,600,1365,1,6,0,1971.0,2,440,240,36
214000,78.0,7,1999,1999,183.0,1162,1588,1588,0,1588,2,6,0,1999.0,2,472,158,29
139000,53.0,5,1910,2003,0.0,0,661,661,589,1250,2,8,1,1985.0,2,552,242,0
135000,60.0,5,1916,1987,0.0,0,660,808,704,1656,2,8,0,1916.0,1,180,0,0
93000,50.0,5,1954,1954,0.0,0,811,811,576,1387,2,7,0,1954.0,1,256,0,0
147400,24.0,7,2005,2005,0.0,0,600,520,623,1223,2,4,0,2005.0,2,480,0,166
60000,68.0,5,1958,1958,0.0,0,1276,1276,0,1276,1,5,0,1958.0,1,350,0,0
109000,68.0,5,1953,2007,0.0,731,1057,1057,0,1057,1,5,0,1953.0,1,246,0,52
163900,,7,1992,1992,170.0,0,384,812,670,1482,2,7,1,1992.0,2,392,100,25
145000,,5,1940,1982,0.0,399,883,988,517,1505,1,8,0,1940.0,1,240,0,0
207500,,7,1984,1984,0.0,828,1190,1190,900,2090,2,6,1,1984.0,2,577,219,0
190000,92.0,7,1977,1977,0.0,0,808,1161,808,1969,2,8,1,1977.0,2,534,0,0
171500,75.0,6,1977,1977,0.0,641,1196,1279,0,1279,2,6,2,1980.0,2,473,238,83
117500,90.0,6,1880,1950,0.0,0,1008,1178,1032,2210,2,8,0,1930.0,1,205,0,48
176000,60.0,4,2005,2005,0.0,1024,1132,1132,0,1132,1,5,0,2005.0,2,451,252,64
79500,50.0,5,1930,1960,0.0,0,742,779,0,935,1,4,0,1988.0,1,308,0,0
192500,65.0,7,2002,2002,144.0,0,936,936,840,1776,2,7,1,2002.0,2,474,144,96
174000,149.0,6,2005,2005,0.0,0,742,742,742,1484,2,8,1,2005.0,2,390,36,24
350000,74.0,9,2004,2005,216.0,1170,1462,1462,762,2224,2,10,1,2004.0,3,738,184,0
83000,85.0,5,1920,1950,0.0,108,458,835,0,835,1,5,0,1920.0,1,366,0,0
62383,60.0,5,1965,1965,0.0,553,864,864,0,864,1,5,1,1965.0,1,360,0,0
135000,72.0,5,1956,1956,120.0,586,1048,1048,0,1048,1,6,0,1956.0,1,286,0,20
97000,21.0,4,1970,2008,0.0,0,546,798,546,1344,1,6,1,,0,0,0,0
130000,55.0,5,1911,1950,0.0,0,940,1024,940,1964,1,7,0,,0,0,0,192
280000,78.0,8,1998,1998,530.0,956,1086,1086,838,1924,2,7,1,1998.0,2,592,208,75
155000,66.0,6,2003,2004,0.0,814,1114,1114,0,1114,1,6,0,2004.0,2,576,0,78
112000,,5,1918,2007,0.0,0,816,1416,0,1416,2,7,0,2007.0,2,576,0,0
336000,98.0,8,1998,1999,975.0,854,1225,1276,1336,2612,2,8,1,1998.0,3,676,250,0
196500,89.0,7,2004,2004,0.0,0,860,860,860,1720,2,7,0,2004.0,2,565,0,70
83000,21.0,6,1973,1973,408.0,309,483,483,504,987,1,5,0,1973.0,1,264,72,0
154500,70.0,6,1963,2003,0.0,663,1059,1068,0,1068,1,6,0,1963.0,1,264,192,0
301000,86.0,7,1986,1987,172.0,28,1502,1553,1177,2730,2,8,1,1987.0,2,576,201,96
193879,64.0,7,2006,2006,0.0,0,1286,1294,0,1294,2,6,1,2006.0,2,662,168,55
178900,65.0,6,2005,2007,0.0,0,783,783,701,1484,2,8,1,2005.0,2,393,0,72
180000,,6,1985,1985,85.0,1258,1298,1298,0,1298,2,5,1,1985.0,2,403,165,26
149900,65.0,5,1977,1977,220.0,595,985,985,0,985,2,6,0,1977.0,1,328,210,0
126000,60.0,5,1940,1950,0.0,312,756,756,378,1134,1,7,0,1940.0,1,240,0,0
213500,79.0,7,2006,2006,0.0,0,939,939,858,1797,2,8,0,2006.0,2,639,144,53
117000,50.0,5,1925,1997,0.0,0,884,884,464,1348,1,5,1,1960.0,1,216,0,0
179200,50.0,6,1992,1992,0.0,430,1575,1575,0,1575,2,5,0,1992.0,2,529,0,0
105000,60.0,6,1939,1950,0.0,204,560,698,560,1258,1,6,0,1939.0,1,280,0,0
241500,73.0,7,1954,2005,0.0,226,1385,1363,0,1363,1,5,2,1954.0,2,439,81,0
185850,43.0,7,2005,2005,240.0,659,1364,1364,0,1364,2,6,1,2005.0,2,484,192,36
179200,,6,1991,1991,88.0,1200,1278,1294,0,1294,2,6,0,1991.0,2,496,112,51
128000,35.0,6,1914,2001,0.0,0,742,742,742,1484,2,9,1,,0,0,0,291
190000,,6,1971,1971,252.0,416,825,1097,896,1993,2,8,1,1971.0,2,495,0,66
129900,44.0,5,1976,1976,0.0,840,1040,1060,0,1060,1,6,1,1976.0,2,572,100,110
144900,85.0,5,1954,2003,104.0,320,1086,1086,0,1086,1,6,0,1989.0,2,490,0,0
310000,85.0,10,2008,2008,160.0,765,1017,1026,981,2007,2,10,1,2008.0,3,812,168,52
116900,,7,1926,1950,0.0,0,572,572,539,1111,1,5,1,1982.0,1,288,0,0
128900,80.0,5,1956,1956,0.0,504,1050,1050,0,1050,1,5,0,1956.0,1,338,0,0
120000,60.0,5,1920,1950,0.0,821,1120,1130,0,1130,1,5,1,1970.0,2,720,229,0
345000,75.0,8,1972,1995,0.0,1410,1952,2000,704,2704,2,9,3,1972.0,2,538,269,111
